Date,SKU,ProductName,Category,Material,Style,Color,Gender,Occasion,Weight(gms),Price,Price(INR),Quantity_Sold,Revenue,Rating,Stock
2025-08-01,RJ0319,Gemstone Bangle,Bangle,Gemstone,Minimal,Black,Women,Party,63.86,106500.12,31911.61,22,2343002.64,4.0,95
2025-09-01,RJ0319,Gemstone Bangle,Bangle,Gemstone,Minimal,Black,Women,Party,63.86,114234.46,31911.61,27,3084330.42,4.0,95
2025-10-01,RJ0319,Gemstone Bangle,Bangle,Gemstone,Minimal,Black,Women,Party,63.86,108184.92,31911.61,27,2920992.84,4.0,95
2025-11-01,RJ0319,Gemstone Bangle,Bangle,Gemstone,Minimal,Black,Women,Party,63.86,104449.87,31911.61,27,2820146.49,4.0,95
2025-12-01,RJ0319,Gemstone Bangle,Bangle,Gemstone,Minimal,Black,Women,Party,63.86,106566.3,31911.61,24,2557591.2,4.0,95
2024-01-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,88804.3,61561.38,29,2575324.7,4.9,97
2024-02-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,88468.31,61561.38,26,2300176.06,4.9,97
2024-03-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,84076.09,61561.38,37,3110815.33,4.9,97
2024-04-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,84853.1,61561.38,36,3054711.6,4.9,97
2024-05-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,83152.06,61561.38,32,2660865.92,4.9,97
2024-06-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,82816.0,61561.38,31,2567296.0,4.9,97
2024-07-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,89830.09,61561.38,31,2784732.79,4.9,97
2024-08-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,82785.27,61561.38,31,2566343.37,4.9,97
2024-09-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,84940.78,61561.38,39,3312690.42,4.9,97
2024-10-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,87146.73,61561.38,31,2701548.63,4.9,97
2024-11-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,83506.35,61561.38,37,3089734.95,4.9,97
2024-12-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,87925.74,61561.38,34,2989475.16,4.9,97
2025-01-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,85113.17,61561.38,22,1872489.74,4.9,97
2025-02-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,87850.58,61561.38,22,1932712.76,4.9,97
2025-03-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,88429.99,61561.38,23,2033889.77,4.9,97
2025-04-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,87483.87,61561.38,23,2012129.01,4.9,97
2025-05-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,85037.04,61561.38,25,2125926.0,4.9,97
2025-06-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,90327.07,61561.38,22,1987195.54,4.9,97
2025-07-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,87758.71,61561.38,15,1316380.65,4.9,97
2025-08-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,83484.72,61561.38,18,1502724.96,4.9,97
2025-09-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,84474.25,61561.38,22,1858433.5,4.9,97
2025-10-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,85487.69,61561.38,21,1795241.49,4.9,97
2025-11-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,86257.78,61561.38,25,2156444.5,4.9,97
2025-12-01,RJ0320,Gold Pendant,Bracelet,Pearl,Minimal,Black,Unisex,Gift,3.41,90880.69,61561.38,17,1544971.73,4.9,97
2024-01-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66273.15,37746.9,30,1988194.5,2.8,74
2024-02-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,63874.17,37746.9,26,1660728.42,2.8,74
2024-03-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66380.33,37746.9,34,2256931.22,2.8,74
2024-04-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,67497.72,37746.9,34,2294922.48,2.8,74
2024-05-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,64649.15,37746.9,32,2068772.8,2.8,74
2024-06-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,61528.05,37746.9,37,2276537.85,2.8,74
2024-07-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,64854.05,37746.9,28,1815913.4,2.8,74
2024-08-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66816.24,37746.9,30,2004487.2,2.8,74
2024-09-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,67121.46,37746.9,35,2349251.1,2.8,74
2024-10-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,63470.65,37746.9,38,2411884.7,2.8,74
2024-11-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,68169.72,37746.9,43,2931297.96,2.8,74
2024-12-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,64991.62,37746.9,35,2274706.7,2.8,74
2025-01-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,62352.21,37746.9,20,1247044.2,2.8,74
2025-02-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66544.78,37746.9,19,1264350.82,2.8,74
2025-03-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,61840.71,37746.9,21,1298654.91,2.8,74
2025-04-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,61553.77,37746.9,18,1107967.86,2.8,74
2025-05-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66568.9,37746.9,22,1464515.8,2.8,74
2025-06-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66164.77,37746.9,22,1455624.94,2.8,74
2025-07-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,66218.13,37746.9,17,1125708.21,2.8,74
2025-08-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,68221.72,37746.9,18,1227990.96,2.8,74
2025-09-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,61981.13,37746.9,16,991698.08,2.8,74
2025-10-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,67525.05,37746.9,17,1147925.85,2.8,74
2025-11-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,64680.73,37746.9,24,1552337.52,2.8,74
2025-12-01,RJ0321,Rose Gold Necklace,Bangle,Pearl,Luxury,Blue,Women,Gift,43.32,67436.25,37746.9,15,1011543.75,2.8,74
2024-01-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31523.65,164744.19,24,756567.6,4.7,93
2024-02-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32886.43,164744.19,29,953706.47,4.7,93
2024-03-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31985.39,164744.19,28,895590.92,4.7,93
2024-04-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31783.83,164744.19,33,1048866.39,4.7,93
2024-05-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32470.87,164744.19,40,1298834.8,4.7,93
2024-06-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31219.03,164744.19,36,1123885.08,4.7,93
2024-07-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32872.97,164744.19,36,1183426.92,4.7,93
2024-08-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31882.94,164744.19,39,1243434.66,4.7,93
2024-09-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31735.06,164744.19,47,1491547.82,4.7,93
2024-10-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,30979.23,164744.19,54,1672878.42,4.7,93
2024-11-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,30421.96,164744.19,57,1734051.72,4.7,93
2024-12-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,33256.19,164744.19,57,1895602.83,4.7,93
2025-01-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,33394.84,164744.19,39,1302398.76,4.7,93
2025-02-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32594.03,164744.19,31,1010414.93,4.7,93
2025-03-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,30551.74,164744.19,47,1435931.78,4.7,93
2025-04-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,30717.26,164744.19,44,1351559.44,4.7,93
2025-05-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31887.63,164744.19,52,1658156.76,4.7,93
2025-06-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32189.26,164744.19,52,1673841.52,4.7,93
2025-07-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,30625.79,164744.19,48,1470037.92,4.7,93
2025-08-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31495.45,164744.19,43,1354304.35,4.7,93
2025-09-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31598.23,164744.19,56,1769500.88,4.7,93
2025-10-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,32764.26,164744.19,70,2293498.2,4.7,93
2025-11-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,33734.65,164744.19,97,3272261.05,4.7,93
2025-12-01,RJ0322,Silver Bangle,Bracelet,Pearl,Traditional,Green,Women,Gift,46.28,31404.84,164744.19,83,2606601.72,4.7,93
2024-01-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,134475.67,208320.36,32,4303221.44,4.4,59
2024-02-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,134943.56,208320.36,25,3373589.0,4.4,59
2024-03-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,127013.83,208320.36,29,3683401.07,4.4,59
2024-04-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,128620.4,208320.36,28,3601371.2,4.4,59
2024-05-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,131623.15,208320.36,29,3817071.35,4.4,59
2024-06-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,132772.62,208320.36,30,3983178.6,4.4,59
2024-07-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,129994.87,208320.36,23,2989882.01,4.4,59
2024-08-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,130432.17,208320.36,24,3130372.08,4.4,59
2024-09-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,127760.6,208320.36,29,3705057.4,4.4,59
2024-10-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,136467.42,208320.36,30,4094022.6,4.4,59
2024-11-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,125996.54,208320.36,38,4787868.52,4.4,59
2024-12-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,133883.61,208320.36,24,3213206.64,4.4,59
2025-01-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,134682.64,208320.36,18,2424287.52,4.4,59
2025-02-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,124678.39,208320.36,14,1745497.46,4.4,59
2025-03-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,132735.47,208320.36,20,2654709.4,4.4,59
2025-04-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,131248.81,208320.36,19,2493727.39,4.4,59
2025-05-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,132391.73,208320.36,17,2250659.41,4.4,59
2025-06-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,126883.78,208320.36,20,2537675.6,4.4,59
2025-07-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,124152.58,208320.36,13,1613983.54,4.4,59
2025-08-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,131618.46,208320.36,13,1711039.98,4.4,59
2025-09-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,129089.87,208320.36,14,1807258.18,4.4,59
2025-10-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,133911.77,208320.36,15,2008676.55,4.4,59
2025-11-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,136082.14,208320.36,16,2177314.24,4.4,59
2025-12-01,RJ0323,Platinum Earrings,Ring,Rose Gold,Traditional,Blue,Men,Daily Wear,6.34,129877.01,208320.36,13,1688401.13,4.4,59
2024-01-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,226201.76,280030.09,7,1583412.32,3.0,67
2024-02-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,213398.23,280030.09,9,1920584.07,3.0,67
2024-03-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,230917.83,280030.09,9,2078260.47,3.0,67
2024-04-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,228743.32,280030.09,9,2058689.88,3.0,67
2024-05-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,235849.94,280030.09,10,2358499.4,3.0,67
2024-06-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,226677.35,280030.09,11,2493450.85,3.0,67
2024-07-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,217495.42,280030.09,10,2174954.2,3.0,67
2024-08-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,222199.03,280030.09,10,2221990.3,3.0,67
2024-09-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,232696.33,280030.09,11,2559659.63,3.0,67
2024-10-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,224705.75,280030.09,14,3145880.5,3.0,67
2024-11-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,234145.16,280030.09,16,3746322.56,3.0,67
2024-12-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,220561.04,280030.09,14,3087854.56,3.0,67
2025-01-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,220516.78,280030.09,9,1984651.02,3.0,67
2025-02-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,224090.12,280030.09,9,2016811.08,3.0,67
2025-03-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,223959.17,280030.09,10,2239591.7,3.0,67
2025-04-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,234352.89,280030.09,8,1874823.12,3.0,67
2025-05-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,232666.08,280030.09,10,2326660.8,3.0,67
2025-06-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,223914.41,280030.09,12,2686972.92,3.0,67
2025-07-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,229598.63,280030.09,8,1836789.04,3.0,67
2025-08-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,235377.99,280030.09,9,2118401.91,3.0,67
2025-09-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,236202.97,280030.09,10,2362029.7,3.0,67
2025-10-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,217051.23,280030.09,11,2387563.53,3.0,67
2025-11-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,230183.53,280030.09,14,3222569.42,3.0,67
2025-12-01,RJ0324,Rose Gold Bracelet,Ring,Platinum,Antique,Rose,Women,Office,66.77,229115.95,280030.09,12,2749391.4,3.0,67
2024-01-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12553.06,59347.81,13,163189.78,3.7,14
2024-02-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13430.66,59347.81,11,147737.26,3.7,14
2024-03-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13756.14,59347.81,15,206342.1,3.7,14
2024-04-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13346.75,59347.81,14,186854.5,3.7,14
2024-05-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13168.57,59347.81,17,223865.69,3.7,14
2024-06-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13592.86,59347.81,17,231078.62,3.7,14
2024-07-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12583.02,59347.81,13,163579.26,3.7,14
2024-08-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12742.43,59347.81,14,178394.02,3.7,14
2024-09-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13290.62,59347.81,17,225940.54,3.7,14
2024-10-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13639.31,59347.81,17,231868.27,3.7,14
2024-11-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12622.77,59347.81,19,239832.63,3.7,14
2024-12-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12649.43,59347.81,20,252988.6,3.7,14
2025-01-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12560.18,59347.81,13,163282.34,3.7,14
2025-02-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13079.21,59347.81,13,170029.73,3.7,14
2025-03-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13546.99,59347.81,12,162563.88,3.7,14
2025-04-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13876.79,59347.81,16,222028.64,3.7,14
2025-05-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13247.64,59347.81,15,198714.6,3.7,14
2025-06-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13115.37,59347.81,17,222961.29,3.7,14
2025-07-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12786.78,59347.81,14,179014.92,3.7,14
2025-08-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13568.79,59347.81,12,162825.48,3.7,14
2025-09-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13207.86,59347.81,17,224533.62,3.7,14
2025-10-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12879.08,59347.81,21,270460.68,3.7,14
2025-11-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,12568.47,59347.81,22,276506.34,3.7,14
2025-12-01,RJ0325,Silver Bangle,Bracelet,Gold,Traditional,Green,Men,Wedding,73.21,13185.44,59347.81,18,237337.92,3.7,14
2024-01-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,182581.42,19464.08,23,4199372.66,4.5,55
2024-02-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,184684.11,19464.08,25,4617102.75,4.5,55
2024-03-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,171624.16,19464.08,29,4977100.64,4.5,55
2024-04-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,185346.64,19464.08,29,5375052.56,4.5,55
2024-05-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,173440.54,19464.08,34,5896978.36,4.5,55
2024-06-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,174596.82,19464.08,33,5761695.06,4.5,55
2024-07-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,185304.27,19464.08,25,4632606.75,4.5,55
2024-08-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,169345.78,19464.08,30,5080373.4,4.5,55
2024-09-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,178344.6,19464.08,36,6420405.6,4.5,55
2024-10-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,183698.9,19464.08,37,6796859.3,4.5,55
2024-11-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,172475.65,19464.08,46,7933879.9,4.5,55
2024-12-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,173252.53,19464.08,33,5717333.49,4.5,55
2025-01-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,183807.23,19464.08,24,4411373.52,4.5,55
2025-02-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,185595.11,19464.08,24,4454282.64,4.5,55
2025-03-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,182413.18,19464.08,29,5289982.22,4.5,55
2025-04-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,177188.19,19464.08,24,4252516.56,4.5,55
2025-05-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,180765.36,19464.08,33,5965256.88,4.5,55
2025-06-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,186460.42,19464.08,34,6339654.28,4.5,55
2025-07-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,174524.53,19464.08,22,3839539.66,4.5,55
2025-08-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,171997.13,19464.08,23,3955933.99,4.5,55
2025-09-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,178055.69,19464.08,38,6766116.22,4.5,55
2025-10-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,175138.61,19464.08,32,5604435.52,4.5,55
2025-11-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,173134.85,19464.08,45,7791068.25,4.5,55
2025-12-01,RJ0326,Platinum Ring,Necklace,Platinum,Modern,Blue,Men,Office,67.58,175334.88,19464.08,30,5260046.4,4.5,55
2024-01-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,14429.04,27342.01,36,519445.44,3.8,88
2024-02-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,13955.99,27342.01,30,418679.7,3.8,88
2024-03-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,15275.13,27342.01,37,565179.81,3.8,88
2024-04-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,15272.63,27342.01,36,549814.68,3.8,88
2024-05-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,14996.32,27342.01,42,629845.44,3.8,88
2024-06-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,15327.06,27342.01,46,705044.76,3.8,88
2024-07-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,14461.04,27342.01,33,477214.32,3.8,88
2024-08-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,13994.93,27342.01,46,643766.78,3.8,88
2024-09-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,14568.08,27342.01,57,830380.56,3.8,88
2024-10-01,RJ0327,Rose Gold Earrings,Anklet,Platinum,Luxury,Blue,Men,Party,56.21,14314.2,27342.01,59,844537.8,3.8,88
